params_trainable,params_total
639631360,902041728
639631360,902041728
639631360,902041728
639631360,902041728
639631360,902041728
639631360,902041728
639631360,7378047104
639631360,7378047104
639631360,7378047104
639631360,7378047104
278921216,1999496320
278921216,1999496320
278921216,1999496320
278921216,1999496320
278921216,1999496320
278921216,1999496320
623616,2000119936
51953664,2051449984
623616,2000119936
3784704,1794090112
